PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Cabin Category,Cabin Count,SurName,Title,Name,Ticket Group,Family Group
221,1,3,male,16,0,0,SOTON/OQ 392089,8.05,S,,,Sunderland,Mr,Victor Francis,,
158,0,3,male,30,0,0,SOTON/OQ 392090,8.05,S,,,Corn,Mr,Harry,,
415,1,3,male,44,0,0,STON/O 2. 3101269,7.925,S,,,Sundman,Mr,Johan Julian,,
591,0,3,male,35,0,0,STON/O 2. 3101273,7.125,S,,,Rintamaki,Mr,Matti,,
434,0,3,male,17,0,0,STON/O 2. 3101274,7.125,S,,,Kallio,Mr,Nikolai Erland,,
244,0,3,male,22,0,0,STON/O 2. 3101275,7.125,S,,,Maenpaa,Mr,Matti Alexanteri,,
174,0,3,male,21,0,0,STON/O 2. 3101280,7.925,S,,,Sivola,Mr,Antti Wilhelm,,
665,1,3,male,20,1,0,STON/O 2. 3101285,7.925,S,,,Lindqvist,Mr,Eino William,,
580,1,3,male,32,0,0,STON/O 2. 3101286,7.925,S,,,Jussila,Mr,Eiriik,,Family
745,1,3,male,31,0,0,STON/O 2. 3101288,7.925,S,,,Stranden,Mr,Juho,,
401,1,3,male,39,0,0,STON/O 2. 3101289,7.925,S,,,Niskanen,Mr,Juha,,
637,0,3,male,32,0,0,STON/O 2. 3101292,7.925,S,,,Leinonen,Mr,Antti Gustaf,,
383,0,3,male,32,0,0,STON/O 2. 3101293,7.925,S,,,Tikkanen,Mr,Juho,,
116,0,3,male,21,0,0,STON/O 2. 3101294,7.925,S,,,Pekoniemi,Mr,Edvard,,
730,0,3,female,25,1,0,STON/O2. 3101271,7.925,S,,,Ilmakangas,Miss,Pieta Sofia,,
143,1,3,female,24,1,0,STON/O2. 3101279,15.85,S,,,Hakkarainen,Mrs,Pekka Pietari (Elin Matilda Dolck),Ticket,Family
404,0,3,male,28,1,0,STON/O2. 3101279,15.85,S,,,Hakkarainen,Mr,Pekka Pietari,Ticket,Family
3,1,3,female,26,0,0,STON/O2. 3101282,7.925,S,,,Heikkinen,Miss,Laina,,
217,1,3,female,27,0,0,STON/O2. 3101283,7.925,S,,,Honkanen,Miss,Eliina,,
817,0,3,female,23,0,0,STON/O2. 3101290,7.925,S,,,Heininen,Miss,Wendla Maria,,
227,1,2,male,19,0,0,SW/PP 751,10.5,S,,,Mellors,Mr,William John,,
527,1,2,female,50,0,0,W./C. 14258,10.5,S,,,Ridsdale,Miss,Lucy,,
243,0,2,male,29,0,0,W./C. 14263,10.5,S,,,Coleridge,Mr,Reginald Charles,,
784,0,3,male,,1,2,W./C. 6607,23.45,S,,,Johnston,Mr,Andrew G,Ticket,Family
889,0,3,female,,1,2,W./C. 6607,23.45,S,,,Johnston,Miss,"Catherine Helen ""Carrie""",Ticket,Family
87,0,3,male,16,1,3,W./C. 6608,34.375,S,,,Ford,Mr,William Neal,Ticket,Family
148,0,3,female,9,2,2,W./C. 6608,34.375,S,,,Ford,Miss,"Robina Maggie ""Ruby""",Ticket,Family
437,0,3,female,21,2,2,W./C. 6608,34.375,S,,,Ford,Miss,"Doolina Margaret ""Daisy""",Ticket,Family
737,0,3,female,48,1,3,W./C. 6608,34.375,S,,,Ford,Mrs,Edward (Margaret Ann Watson),Ticket,Family
236,0,3,female,,0,0,W./C. 6609,7.55,S,,,Harknett,Miss,Alice Phoebe,,
93,0,1,male,46,1,0,W.E.P. 5734,61.175,S,E,1,Chaffee,Mr,Herbert Fuller,,
220,0,2,male,30,0,0,W/C 14208,10.5,S,,,Harris,Mr,Walter,,Family
541,1,1,female,36,0,2,WE/P 5735,71,S,B,1,Crosby,Miss,Harriet R,Ticket,Family
746,0,1,male,70,1,1,WE/P 5735,71,S,B,1,Crosby,Capt,Edward Gifford,Ticket,Family
