Respondent.ID,Product.ID,Product,Instant.Liking,q1_1.personal.opinion.of.this.Deodorant,q2_all.words,q3_1.strength.of.the.Deodorant,q4_1.artificial.chemical,q4_2.attractive,q4_3.bold,q4_4.boring,q4_5.casual,q4_6.cheap,q4_7.clean,q4_8.easy.to.wear,q4_9.elegant,q4_10.feminine,q4_11.for.someone.like.me,q4_12.heavy,q4_13.high.quality,q4_14.long.lasting,q4_15.masculine,q4_16.memorable,q4_17.natural,q4_18.old.fashioned,q4_19.ordinary,q4_20.overpowering,q4_21.sharp,q4_22.sophisticated,q4_23.upscale,q4_24.well.rounded,q5_1.Deodorant.is.addictive,q7,q8.1,q8.2,q8.3,q8.4,q8.5,q8.6,q8.7,q8.8,q8.9,q8.10,q8.11,q8.12,q8.13,q8.14,q8.15,q8.16,q8.17,q8.18,q8.19,q8.20,q9.how.likely.would.you.be.to.purchase.this.Deodorant,q10.prefer.this.Deodorant.or.your.usual.Deodorant,q11.time.of.day.would.this.Deodorant.be.appropriate,q12.which.occasions.would.this.Deodorant.be.appropriate,Q13_Liking.after.30.minutes,q14.Deodorant.overall.on.a.scale.from.1.to.10,ValSegb,s7.involved.in.the.selection.of.the.cosmetic.products,s8.ethnic.background,s9.education,s10.income,s11.marital.status,s12.working.status,s13.10,s13a.j.most.often,s13b.bottles.of.Deodorant.do.you.currently.own
5591,230,Deodorant J,1,1,1,4,3,2,5,3,3,2,4,4,3,4,4,1,3,5,3,5,5,2,1,5,3,2,5,4,3,1,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,1,3,1,3,6,5,2,4,1,3,5,2,2,0,0,6
5592,230,Deodorant J,0,6,1,3,2,4,4,4,1,4,5,5,3,1,5,3,5,3,3,5,5,2,2,4,5,1,2,3,2,2,0,,,,0,0,0,,,1,0,1,0,,,,,0,0,,4,1,3,1,3,7,6,4,2,4,3,1,1,0,0,3
5593,230,Deodorant J,0,6,3,3,1,4,5,2,3,2,4,4,5,5,3,3,5,3,3,3,3,1,1,5,4,1,3,3,1,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,3,3,1,6,7,5,4,2,3,4,1,1,0,0,3
5594,230,Deodorant J,0,6,0,5,2,5,1,1,4,5,4,3,1,3,5,2,5,5,2,4,4,1,3,1,2,3,5,4,3,1,0,,,,0,1,0,,,0,0,0,0,,,,,0,0,,4,4,3,3,6,7,2,4,1,4,6,2,1,0,0,1
5595,230,Deodorant J,0,5,1,4,4,5,3,3,2,2,5,4,3,1,4,4,1,3,1,4,5,2,3,2,2,3,4,5,5,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,5,2,2,6,9,2,4,3,4,6,2,1,0,0,1
5596,230,Deodorant J,0,7,0,3,4,4,4,2,4,1,1,4,5,4,1,5,4,5,3,5,3,5,1,5,4,4,5,5,1,1,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,4,1,1,1,4,10,7,4,1,2,5,1,1,0,0,4
5597,230,Deodorant J,0,6,1,3,1,5,5,2,3,1,2,3,3,4,2,4,4,5,2,2,5,1,5,4,2,5,4,4,3,2,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,5,4,3,3,4,9,7,4,1,4,5,2,2,0,0,1
5598,230,Deodorant J,0,5,1,3,3,5,5,1,2,3,5,3,5,5,4,1,5,4,2,4,2,1,1,2,2,1,4,4,2,2,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,2,2,2,1,5,10,2,4,1,3,5,2,1,0,0,1
5599,230,Deodorant J,0,6,1,3,5,5,3,2,5,3,5,4,4,5,4,1,1,2,3,4,4,2,4,3,2,4,4,3,5,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,2,3,2,4,5,4,3,4,4,1,1,0,0,4
5600,230,Deodorant J,0,6,1,3,4,2,3,1,2,4,5,3,4,3,5,2,3,5,1,2,1,1,3,2,2,1,1,4,5,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,5,3,1,5,5,2,4,1,2,7,1,4,0,0,2
5601,230,Deodorant J,1,4,1,3,1,4,4,1,4,2,1,4,3,5,3,5,5,5,1,3,4,2,1,1,4,3,4,5,2,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,3,3,6,7,2,4,1,3,8,2,1,0,0,5
5602,230,Deodorant J,0,7,1,3,1,5,2,1,3,2,4,3,4,5,4,4,2,4,4,2,2,3,4,5,3,2,4,1,3,1,0,,,,0,0,0,,,0,0,1,0,,,,,0,0,,5,1,3,2,5,8,3,4,1,3,3,1,2,0,0,2
5603,230,Deodorant J,0,5,1,4,2,1,3,1,2,2,5,3,4,4,5,2,3,4,5,4,5,5,2,1,5,4,3,3,3,1,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,4,1,1,2,1,5,2,4,4,3,6,1,1,0,0,3
5604,230,Deodorant J,0,6,2,4,4,5,1,1,5,2,5,3,3,5,5,4,5,5,2,4,5,2,5,2,3,3,5,5,2,2,1,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,1,3,6,7,2,4,2,2,6,2,1,0,0,2
5605,230,Deodorant J,0,6,1,3,1,1,4,2,4,1,4,4,4,4,3,1,5,3,1,4,3,4,3,2,3,5,3,4,3,1,0,,,,0,1,0,,,0,0,0,0,,,,,0,0,,4,4,3,2,6,7,5,4,2,4,10,1,1,0,0,6
5606,230,Deodorant J,1,4,1,5,1,3,3,2,5,2,5,3,3,2,5,3,5,2,1,5,4,1,4,4,4,4,4,5,5,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,1,1,2,6,1,4,2,2,2,3,2,0,0,4
5607,230,Deodorant J,1,3,1,3,4,5,5,3,5,3,4,4,3,4,1,5,4,3,1,3,4,1,4,3,4,5,4,3,4,4,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,5,3,3,3,6,2,4,1,3,4,1,6,0,0,2
5608,230,Deodorant J,0,6,2,4,3,2,3,1,5,2,3,4,3,3,4,2,5,2,1,3,4,2,4,1,5,2,1,4,5,1,0,,,,0,0,1,,,0,0,0,0,,,,,0,0,,5,4,3,3,5,1,2,4,1,2,4,1,1,0,0,2
5609,230,Deodorant J,0,5,2,3,2,4,4,3,1,1,3,2,5,2,4,4,2,5,1,1,2,4,5,2,4,1,4,5,3,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,3,3,7,9,2,4,1,3,4,2,1,0,0,4
5610,230,Deodorant J,1,1,1,3,1,4,2,1,4,1,4,2,4,5,1,5,5,4,1,4,5,5,2,1,2,2,3,4,4,2,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,1,4,3,2,1,7,2,4,1,4,5,2,2,0,0,2
5611,230,Deodorant J,0,6,2,3,5,4,2,2,3,1,4,4,5,4,3,3,5,4,5,5,4,4,4,2,3,5,2,3,4,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,4,2,1,5,10,2,4,2,5,5,2,1,0,0,4
5612,230,Deodorant J,1,4,0,5,3,4,5,3,2,1,5,5,5,5,3,2,5,4,1,2,4,1,2,1,4,5,5,4,3,3,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,1,4,1,2,6,3,2,4,4,3,3,1,1,0,0,2
5613,230,Deodorant J,0,5,0,3,1,5,5,2,2,2,5,5,2,5,3,2,5,1,2,5,4,4,2,4,5,2,5,3,1,3,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,2,2,3,1,6,6,5,4,1,3,5,1,4,0,0,1
5614,230,Deodorant J,0,6,1,4,2,4,3,2,4,2,4,4,4,2,4,1,3,5,3,4,2,1,2,4,5,3,5,4,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,3,3,2,7,2,4,1,4,4,2,1,0,0,2
5615,230,Deodorant J,0,6,2,3,4,4,5,4,2,2,5,5,4,4,5,3,1,3,1,3,5,1,2,5,3,5,4,4,1,1,0,,,,0,0,1,,,0,0,0,0,,,,,0,0,,4,1,2,3,6,9,2,4,3,5,8,2,6,0,0,2
5616,230,Deodorant J,1,1,1,3,2,4,1,1,3,3,4,5,3,5,4,5,4,5,1,2,4,2,4,1,1,3,4,5,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,3,2,5,6,6,4,1,4,4,2,1,0.333333333,0,1
5617,230,Deodorant J,0,6,1,3,1,3,4,5,5,1,4,4,4,5,4,5,3,2,1,3,5,2,2,3,1,4,5,5,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,3,3,1,1,6,2,4,3,2,5,2,1,0.333333333,0,1
5618,230,Deodorant J,0,6,0,5,1,4,4,4,1,1,1,5,5,5,5,3,5,3,4,5,5,2,2,1,2,5,1,5,1,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,3,1,6,10,2,4,1,3,10,1,3,0,0,6
5619,230,Deodorant J,0,6,1,4,1,2,4,1,5,1,4,3,4,4,4,2,4,5,3,4,2,1,5,3,4,2,4,5,1,2,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,4,1,1,1,5,7,2,4,1,3,10,1,1,0,0,4
5620,230,Deodorant J,0,6,1,3,1,4,2,2,5,1,3,3,3,5,5,3,3,3,1,5,2,5,3,2,3,5,2,4,3,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,1,1,4,7,5,4,1,3,3,1,1,0,0,1
5621,230,Deodorant J,0,5,0,3,1,5,4,5,1,1,4,5,4,5,5,5,5,2,3,1,2,1,4,3,4,3,5,2,2,2,0,,,,0,0,1,,,0,0,0,0,,,,,0,0,,4,1,3,3,5,8,2,4,1,4,10,2,1,0,0,1
5622,230,Deodorant J,1,3,2,3,2,3,4,2,4,1,5,4,2,2,5,3,4,4,1,2,2,1,2,3,5,3,4,3,1,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,1,3,1,6,8,7,4,1,3,2,1,1,0,0,2
5623,230,Deodorant J,1,4,1,4,2,4,5,1,1,1,4,4,2,4,5,1,2,4,1,4,1,2,2,2,4,3,5,3,2,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,5,3,3,6,4,5,4,3,4,3,1,2,0,0,5
5624,230,Deodorant J,1,3,0,3,1,4,3,1,2,3,1,5,3,5,4,1,2,5,1,5,5,1,2,4,1,4,2,5,5,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,1,3,5,7,2,4,4,2,7,5,6,0,0,1
5625,230,Deodorant J,0,6,0,4,5,4,5,1,2,4,5,5,2,5,4,2,1,5,4,3,4,1,2,5,5,4,1,4,2,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,5,2,1,7,4,2,4,1,4,10,2,3,0,0,1
5626,230,Deodorant J,0,6,3,3,4,4,5,1,2,1,5,4,4,5,5,2,2,3,1,5,3,2,2,5,4,4,4,3,4,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,3,1,6,9,6,4,2,2,4,3,3,0,0,5
5627,230,Deodorant J,0,7,1,3,3,5,2,2,2,4,4,5,1,2,3,3,5,4,1,5,4,4,2,4,3,4,3,5,1,1,0,,,,0,0,0,,,0,0,0,1,,,,,0,0,,3,1,1,3,5,9,2,4,1,3,7,2,1,0,0,2
5628,230,Deodorant J,0,7,2,3,1,2,4,4,1,1,5,3,5,3,1,5,3,3,3,5,2,1,1,2,4,5,5,2,3,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,5,3,1,6,3,2,4,3,4,2,1,1,0.333333333,0,1
5629,230,Deodorant J,0,6,2,4,1,3,5,5,2,2,4,4,3,5,3,4,4,5,1,5,2,2,2,4,4,5,3,4,3,4,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,3,1,3,4,10,2,4,2,4,2,1,1,0,0,5
5630,230,Deodorant J,0,5,0,4,2,4,3,1,4,2,4,5,4,4,4,4,5,2,2,4,3,5,2,1,4,4,4,5,4,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,3,3,7,9,2,4,1,5,8,2,1,0,0,4
5631,230,Deodorant J,0,6,0,4,3,5,5,2,5,1,5,4,4,5,5,4,4,3,1,4,3,5,3,3,4,5,3,3,4,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,5,3,3,4,2,2,4,1,5,8,1,1,0,0,6
5632,230,Deodorant J,0,6,0,3,2,4,5,1,5,5,5,4,1,4,4,1,4,4,1,3,5,5,4,2,2,5,4,4,3,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,2,3,4,8,2,4,1,4,4,2,1,0,0,6
5633,230,Deodorant J,1,3,1,3,5,1,4,1,2,2,4,5,4,5,2,4,5,5,2,5,1,5,3,1,1,4,5,5,5,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,2,3,6,9,2,4,2,2,5,4,1,0,0,6
5634,230,Deodorant J,0,6,1,3,1,3,3,2,4,2,3,3,4,4,4,4,5,4,5,4,1,3,2,2,2,4,3,2,5,2,0,,,,0,0,0,,,1,0,1,0,,,,,0,0,,2,2,1,3,5,10,2,4,1,5,3,4,5,0,1,1
5635,230,Deodorant J,0,6,1,4,2,2,1,4,3,1,4,4,1,4,3,3,1,5,2,5,4,2,3,4,4,5,5,4,1,0,0,,,,0,1,0,,,1,0,0,0,,,,,0,0,,2,2,1,3,2,7,2,4,1,4,5,1,1,0,0,3
5636,230,Deodorant J,0,5,0,3,1,3,5,4,4,5,2,5,2,4,2,1,5,5,2,3,5,1,2,2,4,5,3,5,3,0,1,,,,0,1,0,,,0,0,0,0,,,,,0,0,,3,2,2,3,3,5,3,4,1,2,5,2,1,0,0,4
5637,230,Deodorant J,1,4,3,4,3,5,2,2,5,1,4,3,4,3,5,3,4,5,2,2,4,2,1,3,3,5,5,4,5,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,5,2,2,2,8,3,4,2,4,2,1,3,0.25,0,1
5638,230,Deodorant J,1,1,0,3,3,1,2,3,4,1,3,3,4,5,5,1,5,4,5,2,3,5,1,3,3,3,3,3,5,1,0,,,,0,0,1,,,0,0,0,0,,,,,0,0,,3,5,3,3,6,7,2,4,1,2,4,1,1,0,0,2
5639,230,Deodorant J,0,5,0,3,2,1,2,1,3,2,5,5,4,5,2,3,3,4,3,3,5,1,2,1,4,4,4,2,4,1,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,5,3,3,2,7,10,1,4,1,4,7,1,1,0,0,3
5640,230,Deodorant J,1,4,1,5,5,5,3,1,3,3,5,2,1,5,2,5,5,5,2,4,4,1,2,3,1,2,5,2,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,2,3,6,1,1,4,2,3,2,2,1,0,0,5
5641,230,Deodorant J,1,4,1,3,3,1,3,1,2,4,4,5,3,4,5,3,4,5,2,3,5,1,3,4,4,5,5,4,3,0,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,1,4,3,3,6,2,2,4,1,4,10,2,2,0,0,5
5642,230,Deodorant J,0,6,3,4,2,5,4,1,4,1,5,3,1,5,5,1,3,1,2,1,5,4,1,3,3,4,5,3,5,4,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,3,1,6,3,4,4,1,2,3,2,1,0,0,6
5643,230,Deodorant J,0,6,1,3,5,3,3,5,4,4,5,4,5,4,5,4,4,4,3,5,5,2,1,5,4,5,4,3,3,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,3,3,3,1,2,4,1,4,4,2,2,0,0,3
5644,230,Deodorant J,0,7,0,3,4,4,4,1,4,1,5,5,1,3,5,5,4,4,2,4,4,4,5,1,5,2,5,3,2,1,0,,,,0,1,0,,,0,0,0,0,,,,,0,0,,1,3,2,3,6,5,6,4,1,3,7,2,1,0,0,2
5645,230,Deodorant J,0,7,1,3,1,5,3,2,4,3,3,4,3,2,5,5,4,4,2,3,2,5,2,4,3,5,4,5,4,1,1,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,2,1,6,9,7,4,1,4,8,2,1,0,0,3
5646,230,Deodorant J,0,7,1,4,4,2,3,2,2,5,3,5,4,5,5,2,3,4,2,2,5,4,1,1,4,2,2,3,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,3,3,1,3,9,2,4,1,4,2,1,1,0,1,2
5647,230,Deodorant J,0,6,2,5,1,5,4,2,4,1,4,2,1,1,4,1,3,5,2,4,3,3,4,3,2,3,3,3,3,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,2,1,5,10,1,4,1,2,5,1,2,0,0,4
5648,230,Deodorant J,0,6,2,3,1,5,4,3,3,3,3,1,4,3,5,5,5,5,1,3,4,1,5,4,4,2,4,3,4,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,3,2,6,2,7,4,2,4,8,2,2,0,0,3
5649,230,Deodorant J,0,7,1,3,5,2,4,2,4,2,4,4,5,3,4,5,5,4,1,3,5,2,5,1,4,4,5,3,1,1,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,2,2,1,3,5,7,7,4,1,5,4,2,7,0,0,2
5650,230,Deodorant J,1,4,1,4,1,5,3,3,5,2,4,1,2,5,2,2,1,4,1,4,5,3,5,4,3,4,3,5,5,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,3,5,3,2,6,8,5,4,3,3,3,2,1,0,0,3
5651,230,Deodorant J,0,7,0,3,2,5,2,1,4,5,4,3,1,5,5,5,4,5,5,3,4,5,1,4,1,5,1,4,1,4,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,1,2,3,6,9,2,4,2,4,4,1,1,0,0,5
5652,230,Deodorant J,1,4,0,4,3,5,2,5,4,5,5,5,2,5,5,1,5,5,1,5,3,5,3,4,4,3,3,4,3,4,0,,,,0,0,0,,,0,0,0,0,,,,,1,1,,5,1,3,1,4,7,5,4,2,2,6,2,1,0,0,3
5653,230,Deodorant J,1,4,1,3,1,5,5,4,5,5,4,4,1,4,3,5,4,5,1,4,2,3,2,4,5,5,5,4,4,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,3,3,7,8,2,4,2,2,2,1,2,0,0,5
5654,230,Deodorant J,1,3,2,4,1,4,3,2,1,4,4,5,2,5,3,3,5,4,1,3,3,3,2,1,4,1,3,4,5,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,3,1,6,9,2,4,1,5,6,2,3,0,0,4
5655,230,Deodorant J,1,3,1,3,3,3,5,3,4,4,4,5,5,5,5,1,1,4,1,3,5,2,3,5,4,4,4,3,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,2,3,3,6,8,7,4,1,5,7,3,1,0,0,6
5656,230,Deodorant J,1,3,1,3,2,4,4,5,4,3,5,2,2,5,4,5,2,5,1,4,4,5,2,5,4,4,4,5,4,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,1,1,4,10,2,4,3,2,5,3,1,0,0,2
5657,230,Deodorant J,1,4,2,4,2,5,4,1,2,2,4,1,1,5,5,2,1,4,1,2,5,3,3,1,4,2,4,4,4,3,0,,,,0,0,1,,,0,0,0,0,,,,,0,0,,3,5,3,3,4,2,3,4,4,2,5,3,2,0,0,3
5658,230,Deodorant J,0,6,0,3,4,5,5,1,4,1,5,5,1,5,4,2,2,5,1,3,3,2,2,1,3,3,3,4,5,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,2,2,6,6,2,4,1,2,6,1,3,0,0,3
5659,230,Deodorant J,0,6,3,4,3,3,4,1,5,5,3,5,1,5,3,1,5,5,4,3,4,1,3,5,2,4,2,3,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,4,1,3,1,5,3,4,1,7,8,2,6,0,0,6
5660,230,Deodorant J,0,6,1,3,3,5,5,4,5,4,5,3,2,5,4,5,5,5,3,4,3,3,5,1,3,4,5,4,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,3,3,2,6,9,2,4,1,2,5,1,1,0,0,1
5661,230,Deodorant J,1,2,3,3,2,1,5,1,5,1,1,3,2,4,1,1,1,5,3,1,2,3,5,5,5,2,4,1,2,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,4,2,2,5,5,2,4,1,4,10,2,1,0,1,1
5662,230,Deodorant J,1,2,2,3,3,4,3,2,3,1,3,5,5,2,4,3,4,1,1,4,3,2,2,5,1,3,5,5,2,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,3,2,5,7,7,4,1,5,8,2,1,1,0,1
5663,230,Deodorant J,1,4,4,5,1,2,3,2,5,1,3,3,3,4,5,5,5,3,1,5,5,3,3,4,3,1,1,4,2,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,5,3,2,6,8,5,4,2,4,3,2,2,0,0,3
5664,230,Deodorant J,1,4,1,4,1,4,4,2,4,1,3,1,4,2,4,5,5,5,4,4,5,2,2,3,3,5,3,3,5,1,0,,,,0,0,0,,,0,0,0,1,,,,,0,0,,5,1,3,2,3,1,2,4,2,3,3,2,2,0,0,4
5665,230,Deodorant J,0,7,2,4,1,5,3,5,5,2,5,4,3,5,4,4,4,5,1,4,5,3,4,4,2,4,3,3,4,2,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,1,3,1,1,7,7,7,4,1,4,2,1,2,0,0,4
5666,230,Deodorant J,0,6,2,4,1,3,2,1,1,1,4,4,4,4,5,3,4,4,2,5,5,3,1,5,4,3,1,4,5,1,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,5,3,3,2,7,4,7,4,1,3,5,1,6,0,1,2
5667,230,Deodorant J,0,5,1,3,1,1,4,1,1,1,3,2,4,3,4,3,5,4,4,5,3,1,2,2,2,5,4,5,5,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,5,1,3,6,8,3,4,1,3,3,1,2,0,0,5
5668,230,Deodorant J,1,4,2,5,2,4,4,1,3,2,4,3,3,4,1,3,4,5,1,4,5,1,3,3,5,5,4,4,4,1,0,,,,0,0,0,,,0,1,0,0,,,,,0,0,,5,4,1,2,5,5,5,4,2,3,3,1,5,0,0,1
5669,230,Deodorant J,1,2,1,3,2,5,2,1,4,1,4,1,5,5,5,2,5,4,1,5,3,4,1,5,4,2,5,2,3,2,0,,,,1,0,0,,,0,0,0,0,,,,,0,0,,4,4,2,3,5,3,7,4,2,3,10,5,1,0,0,5
5670,230,Deodorant J,0,7,0,3,1,3,4,2,1,4,4,2,4,4,2,1,2,5,2,2,5,2,1,3,4,3,2,2,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,2,3,7,5,2,4,1,2,6,2,7,0,0,4
5671,230,Deodorant J,0,7,3,3,5,2,3,1,2,3,3,4,3,5,4,5,3,5,2,4,3,3,5,2,3,3,4,4,5,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,3,1,3,2,10,7,4,2,4,3,1,2,0,0,5
5672,230,Deodorant J,0,5,2,4,2,5,5,3,1,2,2,2,3,4,3,1,5,3,5,5,3,1,5,1,3,3,2,4,5,2,0,,,,0,0,0,,,0,1,0,0,,,,,1,0,,1,5,3,3,5,4,6,4,3,3,3,1,1,0,0,1
5673,230,Deodorant J,0,6,1,4,1,5,4,1,3,3,4,4,5,2,5,2,2,5,3,3,3,4,1,2,4,2,4,4,3,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,2,2,1,5,5,2,4,3,3,8,2,4,0,0,1
5674,230,Deodorant J,0,6,1,2,1,4,3,1,4,2,5,5,5,4,4,3,5,5,2,4,5,5,1,3,5,5,4,4,4,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,1,3,1,7,9,1,4,1,3,3,1,2,0,0,2
5675,230,Deodorant J,0,6,0,3,4,1,4,3,2,5,4,2,5,5,3,1,3,5,1,3,3,5,3,4,2,4,4,5,5,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,1,3,3,1,7,3,4,1,4,8,1,1,0,0,4
5676,230,Deodorant J,1,4,2,3,2,1,3,2,4,3,4,1,4,4,5,1,5,5,3,3,3,3,1,3,2,3,4,5,2,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,2,2,2,3,5,7,2,4,3,5,5,2,1,0,0,1
5677,230,Deodorant J,0,6,1,3,1,4,5,2,4,3,4,3,1,5,4,2,5,3,1,5,3,1,4,1,2,3,4,4,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,1,1,4,7,2,4,3,3,5,2,1,0,0,4
5678,230,Deodorant J,0,5,0,3,3,3,4,1,3,2,2,5,4,4,3,1,4,5,3,5,3,1,2,3,2,5,3,3,2,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,3,3,2,5,6,6,4,1,2,2,1,2,0,0,4
5679,230,Deodorant J,0,6,0,4,2,5,5,3,4,1,5,4,5,4,1,3,5,4,2,3,1,1,2,5,4,4,2,5,1,0,0,,,,0,0,0,,,1,0,0,1,,,,,0,0,,2,2,3,2,5,9,3,4,1,3,2,1,6,0,0,1
5680,230,Deodorant J,0,6,1,3,5,5,5,1,4,1,5,4,3,4,1,5,4,1,3,4,4,3,4,5,5,5,4,3,3,0,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,4,3,2,2,6,10,4,4,1,3,4,2,2,0,0,1
5681,230,Deodorant J,0,6,1,3,3,1,4,1,4,3,3,4,3,5,4,1,5,4,2,3,4,5,4,2,5,1,4,5,5,3,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,2,2,3,1,1,3,4,1,4,4,2,2,0,0,1
5682,230,Deodorant J,0,5,0,3,2,3,1,1,4,1,4,5,5,4,4,2,2,5,1,3,1,1,4,5,4,3,4,1,4,1,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,5,4,3,3,4,1,2,4,1,4,4,2,1,0,0,2
5683,230,Deodorant J,1,4,1,4,1,4,4,1,3,4,5,5,3,4,2,4,4,4,3,4,5,1,3,1,2,2,2,5,1,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,5,5,2,3,2,4,2,4,1,4,3,2,2,0,0,4
5684,230,Deodorant J,0,7,0,3,5,3,5,1,5,2,4,4,3,5,5,2,5,5,1,5,2,5,4,5,3,3,3,1,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,1,3,6,7,2,4,1,3,10,2,1,0,0,3
5685,230,Deodorant J,0,7,0,4,2,5,3,3,4,5,3,5,4,5,3,4,4,2,1,5,1,5,1,3,1,5,4,4,3,4,0,,,,0,0,0,,,1,0,0,0,,,,,0,0,,5,5,3,2,7,9,7,4,1,3,9,3,5,0,0,5
5686,230,Deodorant J,0,5,1,4,3,3,4,3,5,2,1,1,3,1,3,4,4,4,1,4,5,3,1,4,3,5,5,1,4,2,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,1,3,1,6,10,5,4,1,2,8,1,1,0,0,3
5687,230,Deodorant J,0,5,1,3,2,5,5,1,5,1,5,5,5,1,5,2,5,3,3,5,4,1,3,5,3,4,4,4,4,0,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,1,4,1,3,6,3,2,4,2,2,5,1,1,0,0,5
5688,230,Deodorant J,0,7,1,3,1,1,5,1,1,1,4,5,3,4,4,2,4,5,1,2,5,1,3,1,2,5,4,3,5,3,0,,,,0,0,0,,,0,0,0,0,,,,,1,0,,1,4,1,1,6,8,7,4,2,3,5,1,6,0,0,2
5689,230,Deodorant J,1,4,1,3,2,5,3,3,3,3,2,4,1,5,2,1,4,4,4,2,4,5,3,5,1,4,4,5,3,1,0,,,,0,0,0,,,0,0,0,0,,,,,0,0,,4,4,3,1,7,9,4,4,2,4,4,1,6,0,0,2
