Respondent.ID,Product.ID,Product,Instant.Liking,q1_1.personal.opinion.of.this.Deodorant,q2_all.words,q3_1.strength.of.the.Deodorant,q4_1.artificial.chemical,q4_2.attractive,q4_3.bold,q4_4.boring,q4_5.casual,q4_6.cheap,q4_7.clean,q4_8.easy.to.wear,q4_9.elegant,q4_10.feminine,q4_11.for.someone.like.me,q4_12.heavy,q4_13.high.quality,q4_14.long.lasting,q4_15.masculine,q4_16.memorable,q4_17.natural,q4_18.old.fashioned,q4_19.ordinary,q4_20.overpowering,q4_21.sharp,q4_22.sophisticated,q4_23.upscale,q4_24.well.rounded,q5_1.Deodorant.is.addictive,q7,q8.1,q8.2,q8.3,q8.4,q8.5,q8.6,q8.7,q8.8,q8.9,q8.10,q8.11,q8.12,q8.13,q8.14,q8.15,q8.16,q8.17,q8.18,q8.19,q8.20,q9.how.likely.would.you.be.to.purchase.this.Deodorant,q10.prefer.this.Deodorant.or.your.usual.Deodorant,q11.time.of.day.would.this.Deodorant.be.appropriate,q12.which.occasions.would.this.Deodorant.be.appropriate,Q13_Liking.after.30.minutes,q14.Deodorant.overall.on.a.scale.from.1.to.10,ValSegb,s7.involved.in.the.selection.of.the.cosmetic.products,s8.ethnic.background,s9.education,s10.income,s11.marital.status,s12.working.status,s13.8,s13a.h.most.often,s13b.bottles.of.Deodorant.do.you.currently.own
9689,344,Deodorant H,0,7,3,3,1,4,4,4,3,1,3,5,2,4,4,2,1,4,2,5,4,1,4,3,5,3,3,2,3,1,0,0,,,0,0,0,,,,0,1,1,,,,,,0,0,1,2,1,1,6,7,3,4,1,4,3,1,2,0.25,0,6
9690,344,Deodorant H,0,5,1,3,4,1,4,2,3,2,5,3,3,5,4,1,1,5,2,3,4,2,2,3,1,3,4,3,2,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,1,2,2,6,9,4,4,3,3,3,2,1,0,0,2
9691,344,Deodorant H,0,5,1,3,1,5,5,2,3,1,2,3,5,4,3,3,5,5,1,3,5,1,2,1,3,3,2,2,1,-1,1,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,2,3,3,7,4,7,4,5,4,2,3,2,0,1,6
9692,344,Deodorant H,0,5,1,4,2,3,5,1,2,2,4,2,4,4,1,2,2,4,3,3,3,5,2,4,5,3,5,3,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,4,3,3,5,10,7,4,1,4,3,2,1,0.5,0,3
9693,344,Deodorant H,0,7,2,3,3,4,4,1,3,3,5,3,5,4,3,5,2,4,3,1,4,2,4,5,4,4,5,4,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,2,2,4,9,7,4,1,3,3,2,1,0,0,6
9694,344,Deodorant H,0,6,1,3,2,5,3,3,5,1,2,2,5,5,1,3,2,2,2,5,1,1,4,3,5,5,2,4,5,2,0,0,,,0,1,0,,,,0,0,0,,,,,,0,0,4,3,1,2,2,1,7,4,1,4,8,1,1,0,0,2
9695,344,Deodorant H,0,6,1,3,2,5,3,1,2,2,3,4,5,5,1,2,5,4,2,4,4,1,2,3,5,5,5,3,5,1,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,4,4,3,2,6,7,3,4,3,3,4,2,2,0,0,1
9696,344,Deodorant H,1,2,1,3,5,5,4,2,2,2,5,4,4,5,5,1,4,5,3,4,1,5,3,1,4,4,5,1,2,3,0,1,,,0,0,0,,,,0,1,0,,,,,,0,0,4,3,3,2,6,9,2,4,1,4,5,2,1,0.142857143,0,4
9697,344,Deodorant H,0,6,1,3,2,5,1,4,3,5,4,4,5,5,1,4,5,4,1,5,3,2,1,3,4,4,5,5,4,1,0,0,,,0,1,0,,,,0,0,0,,,,,,0,0,2,2,3,3,1,3,2,4,1,2,3,2,2,0,1,4
9698,344,Deodorant H,0,7,1,2,2,5,3,3,3,3,5,5,2,4,4,4,5,4,1,5,4,1,5,1,4,2,1,3,5,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,5,3,1,5,10,2,4,1,2,5,1,1,0,1,6
9699,344,Deodorant H,0,7,1,3,3,4,1,1,1,2,5,3,5,5,3,1,5,3,1,5,3,2,3,3,2,4,5,4,3,0,0,0,,,1,0,0,,,,0,0,0,,,,,,0,0,5,5,1,2,1,10,3,4,1,3,3,2,1,0,0,5
9700,344,Deodorant H,0,5,1,3,5,5,4,3,4,3,5,5,2,4,3,5,4,4,1,5,5,4,2,4,5,5,4,5,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,3,1,2,1,1,7,4,1,2,7,3,1,0.2,0,2
9701,344,Deodorant H,0,6,1,3,1,1,4,3,5,3,4,5,4,4,5,1,4,4,4,4,3,3,2,3,2,5,5,3,4,-1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,2,3,3,5,2,4,1,3,4,2,1,0,0,6
9702,344,Deodorant H,0,5,2,3,1,4,5,5,1,3,5,4,2,3,5,4,2,5,1,1,3,1,2,5,2,4,5,5,3,2,0,0,,,1,0,0,,,,0,0,0,,,,,,0,0,3,3,3,2,7,9,2,4,4,2,3,1,1,0,0,2
9703,344,Deodorant H,1,4,1,3,1,4,2,1,1,2,4,4,4,5,5,1,3,5,1,5,3,2,2,4,1,2,5,5,1,2,0,0,,,0,0,0,,,,1,0,0,,,,,,0,0,4,1,3,3,7,10,4,4,1,2,4,2,1,0,0,3
9704,344,Deodorant H,0,6,1,3,2,1,5,4,4,2,5,5,5,5,3,2,4,4,1,5,4,5,3,1,3,5,1,5,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,1,3,3,6,7,7,4,1,2,4,3,1,0.5,0,1
9705,344,Deodorant H,0,5,1,4,4,3,4,3,5,5,4,3,3,4,3,4,5,4,2,4,5,1,1,3,4,5,5,3,3,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,1,1,5,3,6,4,1,3,7,1,5,0,0,1
9706,344,Deodorant H,0,6,1,3,5,3,2,2,5,2,2,3,5,1,2,5,4,4,5,5,4,1,5,1,4,5,4,3,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,1,3,3,4,8,7,4,1,2,2,2,1,0,1,1
9707,344,Deodorant H,1,1,2,4,1,5,3,2,5,1,2,4,5,5,3,1,5,4,3,3,3,3,4,2,5,3,5,1,2,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,5,2,3,7,7,3,4,1,3,2,2,2,0.5,0,3
9708,344,Deodorant H,0,6,2,3,1,4,2,1,1,4,5,4,4,4,5,5,3,3,3,5,3,2,4,1,2,4,5,4,5,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,3,3,3,1,6,7,2,4,1,3,6,1,2,0,0,2
9709,344,Deodorant H,0,5,0,3,3,3,5,1,4,2,5,2,5,3,5,5,5,3,1,5,5,5,4,1,2,4,4,4,4,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,2,1,7,7,7,4,3,4,3,1,2,0,0,5
9710,344,Deodorant H,1,4,2,3,1,4,5,2,4,1,3,1,1,4,3,5,5,5,1,5,5,1,5,4,3,5,2,3,2,0,0,1,,,0,0,0,,,,0,0,0,,,,,,1,0,4,4,3,3,2,7,5,4,3,4,2,2,5,0.25,0,3
9711,344,Deodorant H,0,6,3,4,4,4,4,1,5,2,4,4,2,5,2,1,3,4,4,4,1,3,4,5,3,5,3,4,5,2,1,0,,,0,0,0,,,,0,1,0,,,,,,0,1,5,1,1,3,5,8,2,4,1,2,7,1,5,0,0,1
9712,344,Deodorant H,0,7,2,3,1,5,4,2,2,4,3,2,5,5,2,2,5,4,2,5,4,4,2,2,4,4,4,5,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,3,1,2,7,4,2,4,1,2,2,2,1,0,1,5
9713,344,Deodorant H,0,7,0,3,4,5,5,1,5,1,1,1,3,5,4,4,5,4,5,5,2,4,3,2,1,3,5,3,2,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,3,3,1,5,5,5,4,1,4,2,2,1,0.333333333,0,4
9714,344,Deodorant H,0,5,2,5,2,1,2,3,5,2,3,5,4,3,5,3,4,4,1,5,5,2,3,1,3,3,2,1,2,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,2,3,5,9,5,4,1,4,5,2,4,0,1,3
9715,344,Deodorant H,0,7,1,4,5,4,2,2,3,1,4,4,5,3,1,1,5,3,1,5,3,5,3,1,1,4,5,5,5,0,0,0,,,0,1,0,,,,1,0,0,,,,,,0,0,5,5,2,2,6,5,1,4,1,3,3,1,1,0.333333333,0,4
9716,344,Deodorant H,1,2,1,3,3,4,3,2,5,1,4,3,5,2,4,1,3,5,3,5,5,1,5,1,4,4,3,3,3,2,0,0,,,0,1,0,,,,0,0,0,,,,,,0,1,2,2,2,2,7,9,2,4,1,2,3,1,2,0,0,1
9717,344,Deodorant H,0,6,1,3,5,5,5,3,4,1,5,5,4,5,3,2,5,5,1,4,3,2,4,1,3,2,3,4,1,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,3,3,7,8,7,4,2,3,2,1,1,0,0,3
9718,344,Deodorant H,1,4,0,3,3,1,1,3,2,1,3,2,2,5,5,1,5,4,2,5,5,3,4,2,5,4,4,4,3,-1,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,5,2,3,3,5,5,2,4,2,4,2,2,1,0.333333333,0,3
9719,344,Deodorant H,1,2,1,3,2,5,5,2,4,4,5,2,4,4,4,1,2,5,5,4,4,2,4,4,2,5,3,4,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,1,2,3,3,9,2,4,1,3,5,2,1,0.333333333,0,3
9720,344,Deodorant H,0,7,0,5,1,4,5,3,2,3,5,5,5,4,4,2,4,4,2,5,4,3,1,5,3,2,5,3,5,1,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,4,2,3,3,7,6,2,4,4,2,6,1,1,0,0,3
9721,344,Deodorant H,0,6,1,4,1,1,3,3,2,2,5,3,4,5,5,1,3,3,5,5,4,1,4,1,3,4,5,4,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,1,3,1,6,5,2,4,1,4,5,2,6,0.142857143,1,4
9722,344,Deodorant H,0,6,0,3,1,2,5,5,1,1,4,5,2,4,4,2,5,5,3,4,5,5,4,3,5,5,2,1,1,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,3,2,7,8,5,4,1,5,8,2,1,0,0,1
9723,344,Deodorant H,0,5,3,3,3,5,4,3,2,4,5,1,3,5,1,1,5,5,2,1,3,4,1,1,2,5,3,1,4,2,0,0,,,0,1,1,,,,0,0,0,,,,,,0,0,4,5,3,1,2,9,1,4,5,2,4,2,1,0,0,5
9724,344,Deodorant H,0,5,2,3,3,3,4,2,5,4,2,2,4,5,4,4,4,4,1,5,3,1,2,2,2,3,3,4,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,5,2,3,7,8,5,4,4,2,6,3,2,0,0,4
9725,344,Deodorant H,0,5,1,3,1,2,4,1,2,1,4,4,3,5,3,3,4,4,1,5,2,3,2,2,5,4,4,4,1,2,0,0,,,0,1,0,,,,0,0,0,,,,,,0,0,4,1,2,3,2,8,2,4,5,3,3,1,1,0,0,3
9726,344,Deodorant H,0,5,1,3,3,5,5,1,3,2,5,4,4,2,3,1,5,5,1,3,2,2,1,1,3,5,1,5,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,1,2,6,4,2,4,1,4,2,1,2,0,0,6
9727,344,Deodorant H,0,7,0,3,4,4,5,4,5,1,3,4,3,5,1,4,3,5,1,5,5,3,3,1,2,4,1,5,1,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,3,3,1,5,8,2,4,1,3,3,1,2,0,0,6
9728,344,Deodorant H,1,3,2,3,3,4,5,1,5,5,3,4,4,4,5,1,4,5,2,5,5,2,4,4,2,2,4,5,3,1,0,0,,,0,0,0,,,,0,0,1,,,,,,0,0,3,1,3,3,7,7,5,4,1,3,6,1,1,0.25,0,4
9729,344,Deodorant H,0,5,0,3,2,5,5,4,5,3,3,1,1,5,1,4,4,4,1,4,5,1,1,5,1,4,3,3,4,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,2,3,3,6,3,2,4,3,3,2,1,2,0.25,0,2
9730,344,Deodorant H,1,4,3,3,4,3,5,2,1,4,5,5,4,1,4,2,5,3,1,1,4,1,3,3,3,5,2,1,2,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,5,3,1,4,8,3,4,1,4,3,1,2,0,1,2
9731,344,Deodorant H,0,5,1,1,4,5,3,1,5,1,5,5,2,4,5,1,1,4,2,5,4,3,1,5,3,3,4,4,3,2,1,0,,,0,0,1,,,,0,0,0,,,,,,0,0,4,1,2,3,7,7,2,4,1,4,4,1,1,0,0,5
9732,344,Deodorant H,0,7,1,4,5,4,1,2,4,5,5,5,4,5,1,4,4,5,2,4,2,1,5,3,5,3,3,4,5,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,4,2,2,3,4,9,2,4,1,6,8,2,2,0,0,2
9733,344,Deodorant H,0,7,0,5,1,4,5,3,3,2,5,2,4,5,1,1,5,5,2,3,4,1,3,2,5,5,4,2,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,3,5,8,2,4,1,3,2,1,1,0,0,4
9734,344,Deodorant H,0,6,0,3,1,4,5,2,3,3,5,3,5,5,5,1,4,5,3,3,4,3,5,1,3,5,1,5,5,1,0,0,,,0,0,1,,,,0,0,1,,,,,,0,0,5,4,2,3,1,10,3,4,3,2,9,3,1,0.2,0,3
9735,344,Deodorant H,1,1,2,4,4,4,3,1,5,5,5,5,4,3,3,5,4,5,5,2,3,4,2,5,4,3,3,2,3,1,0,1,,,0,0,0,,,,0,0,0,,,,,,0,0,1,5,3,2,7,8,2,4,1,3,3,1,1,0,0,1
9736,344,Deodorant H,0,5,1,4,1,1,5,1,3,3,4,4,5,5,4,3,5,4,2,4,2,2,2,4,5,5,4,5,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,1,2,2,6,6,3,4,1,2,2,1,1,0,0,2
9737,344,Deodorant H,1,4,1,3,4,5,5,2,1,1,5,4,1,3,5,4,1,4,1,2,1,2,3,3,5,4,5,5,5,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,5,1,3,1,6,10,2,4,1,3,4,2,2,0,0,2
9738,344,Deodorant H,1,4,1,3,3,3,2,1,3,1,5,5,2,4,1,1,5,5,1,5,5,2,1,5,4,4,5,4,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,3,1,3,7,6,2,4,3,4,3,4,1,0,1,3
9739,344,Deodorant H,0,6,0,3,5,5,2,2,3,1,3,5,4,5,3,2,3,4,3,4,5,1,3,3,2,4,5,3,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,3,2,7,9,2,4,1,3,4,3,1,0.2,0,3
9740,344,Deodorant H,0,5,2,5,3,3,1,2,3,5,1,4,1,5,5,3,4,4,2,1,5,2,5,3,4,4,5,1,5,4,0,0,,,0,0,0,,,,0,0,1,,,,,,0,0,5,5,3,1,1,7,2,4,1,2,5,2,1,0,0,3
9741,344,Deodorant H,1,4,0,3,1,4,4,2,4,1,4,5,5,1,3,4,5,2,3,5,5,5,3,2,2,5,3,5,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,2,7,7,2,4,2,3,2,1,3,0,1,3
9742,344,Deodorant H,0,7,0,3,2,4,4,5,3,2,5,1,5,4,5,3,3,5,1,4,1,4,3,5,3,4,5,3,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,3,3,7,8,7,4,1,2,4,1,1,0.5,0,3
9743,344,Deodorant H,0,6,1,5,4,5,4,1,1,5,4,3,4,2,5,3,4,5,1,4,2,5,3,4,5,5,3,5,3,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,3,2,1,7,8,2,4,1,4,5,2,4,0,0,6
9744,344,Deodorant H,1,4,1,3,2,3,5,5,2,1,1,3,1,5,1,2,3,3,2,3,3,4,2,3,5,3,3,5,3,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,5,1,1,5,9,2,4,1,2,4,1,3,0,0,1
9745,344,Deodorant H,1,4,0,4,1,5,4,2,4,1,4,4,5,1,2,4,1,5,2,4,1,1,1,4,1,4,3,3,1,0,1,1,,,0,0,0,,,,0,0,0,,,,,,0,0,2,2,1,3,7,6,3,4,1,2,3,2,1,0,0,3
9746,344,Deodorant H,1,3,0,4,3,4,5,2,3,1,4,2,4,2,2,2,5,5,1,5,5,2,1,5,2,1,5,5,3,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,3,1,2,6,9,5,4,2,4,3,2,1,0,0,1
9747,344,Deodorant H,0,5,3,4,3,5,5,1,4,2,2,5,3,5,5,1,5,5,4,4,5,1,2,1,3,5,3,5,2,4,0,0,,,0,0,0,,,,0,0,0,,,,,,0,1,1,3,1,2,5,6,7,4,2,2,3,1,1,0.166666667,0,3
9748,344,Deodorant H,0,6,1,4,1,5,5,3,3,3,5,5,4,5,2,5,5,1,3,4,3,3,1,5,4,4,4,5,2,2,1,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,5,2,3,7,1,5,4,1,3,4,1,1,0,0,1
9749,344,Deodorant H,0,5,1,5,3,5,5,1,5,4,3,4,3,5,4,5,1,5,1,4,1,4,3,5,1,3,3,5,5,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,1,3,1,5,8,2,4,1,2,5,2,1,0,0,4
9750,344,Deodorant H,0,6,1,3,2,4,5,1,4,3,4,4,4,5,5,3,4,4,1,1,4,5,3,1,2,5,2,5,4,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,3,3,2,9,3,4,2,2,5,2,1,0,0,6
9751,344,Deodorant H,1,3,1,3,2,4,5,1,4,4,5,5,5,5,4,2,3,5,1,5,2,2,5,3,4,3,4,3,5,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,1,2,2,6,3,2,4,1,2,4,1,1,0.5,0,3
9752,344,Deodorant H,1,3,2,3,1,3,4,3,3,4,3,3,4,2,3,4,3,5,5,5,2,2,5,1,1,3,2,4,5,0,1,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,2,2,3,1,8,5,4,3,3,10,2,1,0.333333333,0,2
9753,344,Deodorant H,0,6,2,3,2,3,1,3,3,5,4,5,5,5,2,5,5,4,1,4,4,5,5,2,3,5,1,5,4,-1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,1,2,4,3,5,4,1,5,6,2,2,0,0,1
9754,344,Deodorant H,0,6,1,3,1,4,4,4,3,1,4,1,1,5,4,2,5,5,3,3,5,2,3,1,4,3,3,4,2,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,3,3,2,5,7,2,4,1,2,2,2,4,0,0,1
9755,344,Deodorant H,1,4,2,3,2,5,4,1,4,3,5,1,4,4,5,1,3,5,2,4,1,1,3,3,5,5,5,5,3,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,2,3,4,9,5,4,2,2,3,2,3,0,0,1
9756,344,Deodorant H,0,6,3,3,4,4,4,1,4,1,5,5,2,4,5,3,2,4,1,3,5,2,4,3,3,2,2,1,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,2,3,6,10,2,4,3,2,10,1,1,0,0,2
9757,344,Deodorant H,0,7,0,4,1,3,4,3,3,1,5,1,4,4,1,4,4,4,1,4,5,5,1,1,5,4,3,3,5,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,3,3,1,9,7,4,3,2,2,1,3,0,0,1
9758,344,Deodorant H,0,5,3,3,2,4,5,3,4,3,4,1,5,3,5,5,2,5,3,4,5,2,1,4,3,2,4,3,4,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,5,3,3,6,9,2,4,1,2,4,2,1,0,0,5
9759,344,Deodorant H,0,5,1,3,2,2,4,4,5,1,3,4,4,2,5,2,3,5,2,4,1,5,1,4,5,5,2,5,4,0,0,0,,,1,0,0,,,,0,0,0,,,,,,0,0,4,1,1,2,1,10,4,4,3,2,4,2,3,0,0,3
9760,344,Deodorant H,0,7,2,3,3,5,2,2,4,5,4,1,4,5,5,1,5,3,1,3,4,4,2,5,4,4,2,4,2,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,3,2,1,10,7,4,1,3,7,1,3,1,0,3
9761,344,Deodorant H,0,6,0,2,3,4,1,2,5,3,5,2,4,4,4,1,3,5,1,4,3,4,3,3,3,4,4,5,2,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,2,4,3,2,6,8,6,4,1,2,4,3,1,0,0,3
9762,344,Deodorant H,1,1,0,4,2,5,1,3,3,5,4,4,3,5,5,4,4,4,1,2,4,3,3,5,4,4,1,3,4,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,5,3,1,3,9,2,4,1,2,10,2,1,0,1,6
9763,344,Deodorant H,0,6,3,4,1,2,4,3,5,3,4,4,5,5,5,3,4,5,3,4,2,3,3,2,5,5,5,3,5,2,1,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,3,1,5,4,3,4,3,3,5,2,3,0,0,4
9764,344,Deodorant H,0,6,0,4,2,2,4,5,3,2,4,5,4,5,5,2,5,2,1,5,4,1,2,4,1,4,3,2,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,5,3,3,5,8,4,4,1,3,10,2,2,0.2,1,2
9765,344,Deodorant H,0,6,0,4,5,4,1,4,2,5,1,3,2,4,4,4,4,4,1,5,2,4,3,4,1,4,3,5,3,3,0,1,,,0,0,0,,,,0,1,0,,,,,,0,0,4,5,1,3,7,7,2,4,1,4,2,2,3,0,0,1
9766,344,Deodorant H,0,5,0,5,3,3,2,2,3,5,5,3,2,4,2,3,4,5,1,5,5,5,3,3,3,5,4,2,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,3,1,3,6,2,2,4,1,2,8,1,1,0,0,4
9767,344,Deodorant H,1,4,2,4,5,5,4,1,3,2,5,4,5,4,4,5,4,5,5,4,5,4,5,5,4,1,5,5,5,-1,0,0,,,0,1,0,,,,0,0,0,,,,,,0,0,4,1,3,2,3,8,5,4,1,2,3,2,1,0,0,4
9768,344,Deodorant H,1,4,0,3,2,4,4,1,3,2,5,4,4,5,4,4,4,4,2,4,5,2,2,3,3,4,5,5,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,2,2,3,7,2,4,2,2,7,2,2,0,0,2
9769,344,Deodorant H,0,6,0,3,2,1,5,1,3,2,4,2,1,5,3,1,1,2,1,2,3,3,1,5,1,1,3,5,4,1,0,0,,,0,0,0,,,,0,1,0,,,,,,0,0,3,1,3,1,6,4,3,4,1,3,2,3,3,0,0,2
9770,344,Deodorant H,0,6,1,3,4,3,2,3,4,1,5,5,1,4,3,2,4,2,2,5,2,1,3,4,5,2,4,2,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,2,3,1,3,4,7,4,5,3,3,5,3,0,0,5
9771,344,Deodorant H,0,7,1,3,3,5,1,2,3,3,4,5,5,2,4,5,5,5,2,5,5,2,4,3,4,5,1,5,4,2,0,0,,,1,0,0,,,,0,0,0,,,,,,0,0,4,3,3,1,4,10,3,4,3,2,10,1,1,0,0,3
9772,344,Deodorant H,0,6,0,3,1,5,4,1,5,2,4,1,4,5,3,5,4,1,2,5,5,2,2,4,4,4,4,2,4,4,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,2,6,3,5,4,1,4,2,2,3,0,1,3
9773,344,Deodorant H,0,6,0,5,2,3,4,3,5,4,4,4,4,5,3,5,4,5,1,3,1,2,2,1,3,4,4,5,3,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,1,3,3,5,6,2,4,1,4,4,2,5,0,0,5
9774,344,Deodorant H,0,7,1,5,3,5,4,2,5,4,3,1,1,4,5,2,2,5,1,2,5,3,5,2,4,2,3,4,4,0,0,0,,,0,0,1,,,,0,0,0,,,,,,0,0,5,3,3,1,7,9,6,4,4,4,3,2,3,0,0,1
9775,344,Deodorant H,1,1,1,3,4,4,2,2,2,2,5,5,4,5,4,4,2,5,4,4,4,1,2,2,4,1,5,4,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,1,4,1,1,4,10,2,4,1,3,8,3,1,0,0,6
9776,344,Deodorant H,0,7,1,3,1,4,5,4,5,4,4,5,5,5,3,3,2,4,1,1,4,5,3,5,2,5,1,5,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,4,2,3,6,4,2,4,1,3,7,2,1,0,0,1
9777,344,Deodorant H,1,4,2,5,1,5,4,1,2,2,4,3,4,4,5,5,5,3,5,4,5,2,2,5,3,4,4,4,5,0,1,0,,,0,0,0,,,,0,1,0,,,,,,0,1,4,1,2,1,5,2,2,4,2,3,8,1,1,0,0,2
9778,344,Deodorant H,0,6,2,4,1,5,4,2,5,1,1,4,5,4,5,3,1,2,1,5,5,1,3,4,1,4,3,4,4,2,0,0,,,1,0,0,,,,0,0,0,,,,,,0,1,4,1,2,3,5,5,2,4,1,4,5,2,7,0,1,1
9779,344,Deodorant H,0,7,0,3,5,5,4,1,5,1,4,1,3,3,2,3,4,5,1,5,2,2,3,3,2,5,2,5,3,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,2,3,6,8,2,4,1,5,2,2,1,0,0,2
9780,344,Deodorant H,0,5,0,3,5,5,3,1,5,4,2,3,3,5,1,1,4,5,4,5,4,3,2,3,1,3,4,5,4,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,2,2,5,10,7,4,1,2,6,2,1,0.2,0,4
9781,344,Deodorant H,0,6,0,3,4,4,5,1,4,3,4,4,4,1,5,2,4,3,2,1,5,1,1,2,3,1,3,3,5,2,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,2,3,1,4,1,2,4,1,3,8,1,1,0.25,1,1
9782,344,Deodorant H,0,5,0,4,3,1,4,1,5,3,5,2,5,1,1,2,4,5,3,4,3,1,1,2,5,3,1,5,4,3,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,3,1,3,1,7,8,2,4,1,3,3,1,1,0,0,1
9783,344,Deodorant H,0,5,1,4,5,5,1,3,3,2,5,5,5,1,4,2,2,4,4,4,3,5,4,3,4,5,5,1,3,0,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,4,3,3,5,4,2,4,1,2,3,2,6,0,0,2
9784,344,Deodorant H,0,6,3,3,2,4,4,2,5,1,5,4,3,4,5,1,4,5,1,4,4,2,2,5,2,3,3,4,4,1,1,0,,,0,0,1,,,,0,0,0,,,,,,0,1,5,1,3,1,7,6,4,4,1,3,8,2,1,0,0,6
9785,344,Deodorant H,0,5,3,3,5,4,5,1,2,2,2,3,2,4,3,1,2,4,2,4,5,1,5,3,3,3,4,4,3,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,5,5,3,3,4,5,3,4,2,2,2,2,1,0.2,0,1
9786,344,Deodorant H,0,6,1,5,4,4,2,1,4,2,5,4,5,4,1,5,3,4,1,5,4,3,5,2,4,4,4,3,5,1,0,0,,,0,0,0,,,,0,0,0,,,,,,0,0,4,1,3,3,5,7,5,4,3,3,4,2,1,0,1,4
