Respondent.ID,Product.ID,Product,Instant.Liking,q1_1.personal.opinion.of.this.Deodorant,q2_all.words,q3_1.strength.of.the.Deodorant,q4_1.artificial.chemical,q4_2.attractive,q4_3.bold,q4_4.boring,q4_5.casual,q4_6.cheap,q4_7.clean,q4_8.easy.to.wear,q4_9.elegant,q4_10.feminine,q4_11.for.someone.like.me,q4_12.heavy,q4_13.high.quality,q4_14.long.lasting,q4_15.masculine,q4_16.memorable,q4_17.natural,q4_18.old.fashioned,q4_19.ordinary,q4_20.overpowering,q4_21.sharp,q4_22.sophisticated,q4_23.upscale,q4_24.well.rounded,q5_1.Deodorant.is.addictive,q7,q8.1,q8.2,q8.3,q8.4,q8.5,q8.6,q8.7,q8.8,q8.9,q8.10,q8.11,q8.12,q8.13,q8.14,q8.15,q8.16,q8.17,q8.18,q8.19,q8.20,q9.how.likely.would.you.be.to.purchase.this.Deodorant,q10.prefer.this.Deodorant.or.your.usual.Deodorant,q11.time.of.day.would.this.Deodorant.be.appropriate,q12.which.occasions.would.this.Deodorant.be.appropriate,Q13_Liking.after.30.minutes,q14.Deodorant.overall.on.a.scale.from.1.to.10,ValSegb,s7.involved.in.the.selection.of.the.cosmetic.products,s8.ethnic.background,s9.education,s10.income,s11.marital.status,s12.working.status,s13.7,s13a.g.most.often,s13b.bottles.of.Deodorant.do.you.currently.own
13892,974,Deodorant G,1,1,2,3,1,4,5,5,4,5,5,5,3,5,4,1,4,3,3,5,4,4,5,4,1,4,5,3,1,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,1,3,1,1,1,5,3,4,5,5,2,2,6,0,0,4
13893,974,Deodorant G,1,4,0,3,1,5,4,2,4,3,5,2,3,1,4,2,3,4,1,5,2,2,3,3,5,1,4,5,3,4,1,0,,,0,1,0,,,,1,0,0,,,,0,,0,,4,2,2,3,5,7,5,4,1,2,3,2,1,0,0,2
13894,974,Deodorant G,0,7,3,3,3,1,4,1,4,1,4,3,5,5,2,2,1,5,1,3,5,1,2,1,5,5,3,5,5,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,4,2,1,7,9,2,4,3,3,5,1,3,0,0,2
13895,974,Deodorant G,0,6,0,4,2,3,5,3,2,5,5,1,4,4,3,2,3,1,4,3,3,3,2,1,1,5,3,5,3,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,4,3,3,1,7,2,4,1,3,8,2,1,0,0,6
13896,974,Deodorant G,1,2,2,4,2,2,5,5,4,1,2,5,4,5,5,2,5,5,5,3,3,3,4,2,3,5,4,5,5,3,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,4,3,3,7,8,2,4,1,2,7,2,1,0,0,1
13897,974,Deodorant G,1,4,2,3,4,5,3,1,3,3,5,5,3,4,3,4,5,3,2,4,5,2,2,2,5,5,4,4,3,0,0,0,,,0,0,0,,,,0,1,0,,,,0,,0,,3,5,3,3,5,5,3,4,2,4,6,2,1,0,0,4
13898,974,Deodorant G,1,4,1,3,5,4,5,1,4,1,5,1,2,4,3,1,3,5,4,5,4,5,1,4,1,2,5,3,3,1,0,0,,,1,0,0,,,,0,0,0,,,,0,,0,,2,1,3,3,6,7,2,4,1,3,4,2,1,0,0,2
13899,974,Deodorant G,0,5,1,3,2,3,5,2,4,1,5,1,1,5,5,3,5,1,4,3,5,3,2,4,4,4,3,3,5,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,5,3,1,7,8,5,4,1,5,4,2,5,0,0,2
13900,974,Deodorant G,0,5,1,4,1,3,3,3,2,1,3,2,4,5,5,1,4,5,1,4,3,3,3,3,2,3,4,4,1,4,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,3,3,3,7,10,3,4,3,4,4,1,2,0,0,4
13901,974,Deodorant G,0,6,1,4,5,2,4,4,1,2,3,5,5,3,4,2,2,5,1,4,4,2,3,1,3,5,3,4,4,3,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,1,5,3,1,1,6,2,4,1,4,3,2,1,0,0,3
13902,974,Deodorant G,0,5,1,3,2,4,2,3,4,3,5,5,4,4,4,1,3,4,2,3,4,1,4,3,4,5,3,4,5,0,0,1,,,0,0,0,,,,0,0,0,,,,0,,0,,5,3,2,2,6,9,5,4,1,4,3,2,1,0,0,3
13903,974,Deodorant G,0,6,0,3,1,4,5,3,4,1,4,5,3,5,3,5,4,5,1,5,4,4,1,4,4,2,5,4,3,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,1,1,3,6,10,7,4,1,3,3,2,1,0,0,4
13904,974,Deodorant G,0,7,2,3,1,1,3,3,3,1,5,5,5,2,5,5,5,4,4,4,5,1,1,5,3,5,2,1,4,-1,0,0,,,0,0,0,,,,0,1,0,,,,0,,0,,5,1,2,1,5,9,2,4,3,2,10,1,4,0,0,5
13905,974,Deodorant G,0,5,1,3,1,1,5,1,2,1,2,5,5,4,5,5,4,5,1,4,4,1,2,2,4,3,3,3,5,2,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,3,3,2,3,5,4,7,4,1,4,7,2,1,0,0,2
13906,974,Deodorant G,0,5,2,4,2,3,2,2,4,2,1,5,4,5,4,5,3,4,1,4,4,1,1,3,5,4,2,4,4,1,0,0,,,0,1,0,,,,0,1,0,,,,0,,0,,3,2,3,2,6,9,2,4,1,2,3,4,1,0,0,2
13907,974,Deodorant G,1,1,1,5,2,5,1,2,5,1,4,1,4,4,1,5,5,2,2,5,5,2,3,1,1,3,4,4,5,0,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,1,4,1,2,5,9,1,4,1,4,5,1,1,0,0,5
13908,974,Deodorant G,0,6,1,3,2,4,1,1,4,2,2,5,2,5,2,3,4,5,2,1,4,4,1,5,5,4,5,5,4,2,0,0,,,0,1,0,,,,0,0,0,,,,0,,0,,1,3,3,3,6,10,3,4,1,4,7,1,1,0,0,1
13909,974,Deodorant G,0,5,1,3,1,4,3,3,2,5,5,5,1,4,5,5,1,3,2,4,3,1,3,1,1,4,5,5,1,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,4,3,2,3,6,7,4,5,5,3,2,5,0,0,3
13910,974,Deodorant G,1,1,0,3,1,5,5,1,1,2,4,4,5,5,4,4,5,5,1,5,5,1,2,4,4,4,5,4,5,-1,1,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,3,3,2,5,7,2,4,1,2,10,2,1,0,0,3
13911,974,Deodorant G,0,5,2,3,3,4,5,1,5,1,5,5,4,2,5,3,5,1,1,4,3,3,5,1,4,5,3,4,4,4,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,5,3,1,6,2,5,4,1,2,8,2,1,0,0,6
13912,974,Deodorant G,0,6,0,5,1,5,2,3,4,5,5,5,3,5,1,1,3,2,1,5,5,2,3,2,4,5,3,5,1,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,3,3,1,7,9,4,4,1,4,4,2,1,0,0,6
13913,974,Deodorant G,0,6,2,3,1,2,4,1,3,2,5,4,4,5,5,5,3,4,1,5,4,2,1,5,1,5,1,3,5,0,1,0,,,0,0,0,,,,0,0,0,,,,1,,0,,1,1,2,1,4,8,7,4,3,2,6,1,1,0,0,6
13914,974,Deodorant G,0,7,0,4,3,4,5,3,5,2,4,1,5,5,1,3,5,4,1,4,5,2,3,4,3,5,4,3,3,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,2,2,1,7,7,2,4,3,2,3,2,3,0,0,2
13915,974,Deodorant G,0,6,1,4,4,5,3,4,5,2,5,5,5,2,3,1,2,4,1,2,5,2,1,1,1,4,5,1,2,1,0,0,,,1,0,0,,,,0,0,0,,,,0,,0,,4,3,2,3,4,7,3,4,3,2,7,1,2,0,0,3
13916,974,Deodorant G,1,4,3,3,1,4,1,1,4,1,4,4,2,5,2,2,4,3,4,3,4,5,5,5,4,5,4,5,2,-1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,4,3,3,6,10,2,4,1,4,2,2,1,0,0,1
13917,974,Deodorant G,0,6,0,3,5,1,2,2,2,2,5,5,3,5,4,5,4,5,5,5,5,1,5,3,1,4,3,1,4,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,1,2,1,5,8,3,4,4,3,8,2,2,0,0,6
13918,974,Deodorant G,0,7,0,4,1,5,3,3,3,2,4,1,3,5,4,2,4,3,2,4,5,5,1,5,3,4,4,4,4,1,0,0,,,0,0,1,,,,0,0,0,,,,0,,0,,1,3,3,2,6,7,3,4,2,4,5,1,1,0,0,5
13919,974,Deodorant G,1,2,0,4,2,4,3,2,5,1,2,5,5,4,2,5,2,4,1,3,4,3,2,2,5,3,2,1,4,1,0,0,,,0,0,0,,,,0,0,1,,,,0,,0,,1,2,3,3,7,7,3,4,1,2,4,1,5,0,0,2
13920,974,Deodorant G,1,1,2,3,1,5,4,4,3,2,4,5,3,3,4,5,5,3,3,5,2,4,4,1,5,4,1,3,1,-1,0,0,,,1,0,0,,,,0,0,0,,,,0,,0,,2,4,3,2,6,8,2,4,1,3,6,1,4,0,0,1
13921,974,Deodorant G,0,7,1,5,2,5,4,2,3,2,5,5,1,5,3,4,4,5,5,4,3,1,5,4,4,5,2,4,1,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,2,2,2,2,6,2,4,1,2,4,2,1,0,0,2
13922,974,Deodorant G,0,6,0,5,2,5,4,5,4,2,4,1,5,5,1,1,5,5,2,4,1,1,1,1,3,4,5,5,2,4,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,3,1,1,6,5,7,4,1,5,4,1,1,0,0,2
13923,974,Deodorant G,0,7,2,3,2,4,2,1,4,1,4,5,5,5,1,5,3,3,1,4,3,1,1,1,2,3,4,4,1,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,1,2,3,2,7,5,4,1,5,5,2,1,0,0,3
13924,974,Deodorant G,0,7,2,4,2,5,5,1,5,2,3,5,3,5,4,3,3,4,2,5,1,1,4,1,2,4,4,4,3,-1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,1,2,3,5,7,2,4,2,2,6,2,1,0,0,4
13925,974,Deodorant G,0,6,1,5,1,5,5,2,3,3,5,5,1,5,1,1,2,5,1,2,4,5,3,4,5,3,4,2,1,-1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,4,2,1,7,9,7,4,1,3,3,2,4,0,0,5
13926,974,Deodorant G,0,5,0,3,4,5,4,2,5,1,5,5,4,5,3,1,3,4,1,2,4,2,3,4,4,3,4,4,4,2,0,0,,,0,0,1,,,,0,0,0,,,,0,,0,,5,2,2,3,4,7,3,4,1,2,3,2,1,0,0,6
13927,974,Deodorant G,0,7,3,5,3,4,2,1,5,1,3,4,4,1,3,1,3,1,2,2,5,1,1,2,1,3,2,5,4,1,0,0,,,1,0,0,,,,0,0,0,,,,0,,0,,1,4,3,2,4,1,2,4,2,2,5,2,1,0,0,3
13928,974,Deodorant G,1,2,0,3,3,4,1,1,1,1,3,3,5,4,3,2,4,5,4,5,5,2,3,3,3,4,5,1,1,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,1,4,2,3,6,8,2,4,1,2,8,4,4,0,0,6
13929,974,Deodorant G,1,3,1,5,3,2,1,2,4,2,4,4,4,2,2,5,3,4,2,4,4,4,3,2,2,3,4,3,4,0,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,1,3,1,1,4,6,5,4,1,4,3,1,2,0,0,1
13930,974,Deodorant G,0,6,2,5,2,4,2,1,4,1,2,4,3,4,2,5,4,4,3,4,5,2,4,5,5,5,1,1,3,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,3,2,2,7,5,7,4,1,2,3,2,3,0,0,3
13931,974,Deodorant G,0,6,2,5,1,4,4,2,2,5,3,5,4,4,5,2,2,4,3,3,3,4,2,3,4,4,4,4,2,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,1,3,2,5,5,7,4,2,5,5,1,6,0,0,1
13932,974,Deodorant G,0,5,0,3,3,4,5,2,4,2,5,3,4,5,4,5,2,5,2,3,4,1,5,2,4,1,4,5,3,2,0,0,,,1,0,0,,,,0,0,0,,,,0,,0,,4,4,3,3,6,8,1,4,3,4,3,2,2,0,0,4
13933,974,Deodorant G,0,5,3,3,2,3,5,2,2,2,5,4,5,5,5,5,5,1,3,4,3,2,5,3,4,4,3,4,4,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,4,1,2,7,1,2,4,1,3,3,1,1,0,0,2
13934,974,Deodorant G,0,7,2,4,3,4,4,4,4,1,4,4,5,2,4,4,5,5,1,4,4,1,1,1,4,3,5,1,4,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,4,3,3,1,5,5,4,1,4,4,1,2,0,0,4
13935,974,Deodorant G,0,5,0,3,1,3,1,3,3,4,4,5,4,5,2,2,1,4,3,5,4,3,4,3,3,5,2,3,4,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,2,3,2,3,4,6,4,1,4,7,2,1,0,0,6
13936,974,Deodorant G,0,6,2,4,1,1,5,1,1,4,4,4,4,5,5,4,4,3,1,5,1,1,3,2,4,3,3,5,3,3,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,2,3,1,4,8,2,4,1,4,10,3,1,0,0,3
13937,974,Deodorant G,0,6,1,4,5,5,3,1,2,1,3,5,3,5,3,2,4,4,5,4,5,1,2,1,3,3,4,4,3,0,0,1,,,0,0,0,,,,0,0,0,,,,0,,0,,1,3,3,1,7,4,2,4,1,4,5,1,6,0,0,6
13938,974,Deodorant G,0,5,1,5,1,4,5,1,3,1,5,5,1,5,1,3,1,4,3,5,2,2,2,5,4,5,2,4,1,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,1,1,2,7,9,2,4,1,4,3,2,1,0,0,1
13939,974,Deodorant G,1,4,1,3,1,2,4,1,5,3,5,4,3,5,3,1,4,4,1,3,2,1,3,3,4,5,3,4,3,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,5,3,2,4,4,2,4,1,4,2,2,3,0,0,5
13940,974,Deodorant G,1,4,1,3,3,4,5,1,3,5,1,4,1,1,5,1,5,5,1,4,4,4,5,1,3,1,3,5,5,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,3,3,2,7,2,3,4,2,3,2,2,2,0,0,2
13941,974,Deodorant G,0,5,0,3,2,5,4,2,4,1,5,3,4,4,4,2,5,5,1,1,4,1,1,2,5,4,3,5,4,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,2,2,3,5,7,5,4,3,5,4,2,2,0,0,1
13942,974,Deodorant G,1,3,1,3,5,4,4,2,4,4,1,5,5,5,1,4,3,2,4,1,1,1,1,4,4,4,1,3,3,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,1,3,1,7,8,2,4,1,4,7,2,1,0,0,1
13943,974,Deodorant G,0,5,0,3,2,3,4,3,5,3,4,4,3,1,5,5,5,3,4,3,3,3,2,5,1,5,1,5,3,3,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,2,4,3,3,7,6,7,4,3,2,8,1,1,0,0,1
13944,974,Deodorant G,0,5,2,3,3,4,5,3,4,4,5,4,5,3,1,1,3,5,1,4,3,1,2,3,4,4,5,2,2,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,1,5,2,3,7,7,4,4,1,4,3,1,1,0,0,2
13945,974,Deodorant G,0,6,0,2,2,5,2,1,1,3,1,1,3,3,5,1,4,5,1,4,4,1,1,3,5,5,4,2,3,-2,1,1,,,1,0,0,,,,0,0,0,,,,0,,0,,2,2,3,2,6,9,2,4,1,3,10,3,3,0,0,4
13946,974,Deodorant G,0,7,0,3,1,5,5,3,2,2,5,5,4,5,5,1,5,5,1,5,2,3,2,4,5,1,5,4,2,3,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,1,2,3,3,9,7,4,2,3,5,1,1,0,0,1
13947,974,Deodorant G,1,4,2,3,5,5,5,2,3,3,3,5,5,4,5,5,5,4,1,4,4,1,1,5,2,1,2,3,3,2,0,1,,,0,0,0,,,,0,0,1,,,,0,,0,,5,1,3,3,7,8,4,4,2,4,3,1,6,0,0,2
13948,974,Deodorant G,1,1,1,3,1,4,5,2,4,1,1,5,2,4,5,1,5,4,2,5,5,3,1,2,5,2,1,5,4,2,0,0,,,0,0,0,,,,0,1,0,,,,0,,0,,4,2,3,2,5,6,2,4,1,3,7,2,1,0,0,1
13949,974,Deodorant G,0,6,1,4,2,4,5,3,1,2,5,5,4,4,5,3,3,5,1,2,5,3,3,2,5,5,5,5,1,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,1,3,3,6,3,7,4,1,4,4,1,1,0,0,3
13950,974,Deodorant G,0,5,3,3,2,5,4,3,5,2,5,4,4,1,1,4,3,5,1,5,5,2,1,4,4,5,3,4,4,1,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,5,2,1,3,3,8,1,4,3,3,5,2,5,0,0,2
13951,974,Deodorant G,0,5,1,3,3,3,3,2,1,3,4,5,2,4,5,5,4,5,4,4,4,1,5,3,2,5,2,4,3,2,1,0,,,0,0,0,,,,0,0,0,,,,1,,0,,1,5,1,3,6,7,6,4,2,3,9,2,3,0,0,2
13952,974,Deodorant G,1,4,2,5,3,3,2,2,3,3,4,4,3,1,4,1,5,4,1,5,4,2,2,5,4,3,3,5,5,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,1,5,1,3,6,6,4,4,1,5,6,2,2,0,0,1
13953,974,Deodorant G,0,6,1,3,4,5,1,1,3,5,4,5,5,1,4,3,5,5,2,2,4,1,5,4,2,2,4,5,3,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,3,3,1,6,1,6,4,1,5,3,2,4,0,0,1
13954,974,Deodorant G,0,7,1,3,2,5,2,2,3,2,5,2,2,3,5,2,2,5,2,5,2,2,1,2,4,4,5,3,2,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,1,1,2,3,7,10,6,4,1,3,9,1,2,0,0,2
13955,974,Deodorant G,0,7,0,3,1,4,5,3,5,4,1,5,3,5,1,1,5,3,1,4,4,2,5,5,5,2,5,2,3,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,3,2,1,5,10,1,4,1,2,2,1,2,0,0,1
13956,974,Deodorant G,0,5,2,5,2,3,4,2,2,2,4,5,2,5,3,3,2,5,2,4,5,5,1,2,3,4,5,4,4,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,1,3,2,6,6,2,4,1,2,8,2,1,0,0,6
13957,974,Deodorant G,0,7,2,3,1,4,5,2,3,2,5,5,5,5,1,1,3,5,2,5,3,5,2,2,4,4,4,3,4,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,2,2,2,2,7,6,4,2,2,3,3,2,0,0,5
13958,974,Deodorant G,0,5,2,3,4,5,5,1,3,2,1,4,4,4,3,1,5,2,1,4,4,1,4,5,2,2,4,5,4,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,2,2,1,3,7,4,1,4,1,4,4,2,1,0,0,1
13959,974,Deodorant G,0,6,0,5,5,1,4,1,5,3,4,4,5,3,5,3,5,4,1,4,4,4,2,3,3,5,5,5,4,-1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,4,3,2,6,6,2,4,3,4,6,1,1,0,0,3
13960,974,Deodorant G,0,7,1,4,1,5,5,4,3,2,5,5,4,5,1,1,4,5,3,1,2,5,1,4,1,5,4,5,3,1,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,3,3,3,1,6,8,2,4,1,3,5,1,2,0,0,4
13961,974,Deodorant G,0,6,2,3,3,2,5,1,3,3,4,3,1,5,4,1,4,3,1,4,5,4,3,3,3,5,5,4,4,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,1,1,1,6,6,6,4,1,2,2,1,1,0,0,3
13962,974,Deodorant G,0,5,1,3,5,3,4,1,4,2,2,3,1,5,3,1,4,4,1,4,5,4,3,5,5,4,5,5,3,3,0,0,,,0,0,1,,,,0,0,0,,,,0,,0,,4,2,2,3,7,6,2,4,1,3,4,2,6,0,0,2
13963,974,Deodorant G,0,6,0,3,1,3,1,5,3,1,3,3,3,2,1,2,5,4,1,5,2,2,4,1,4,1,5,4,3,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,1,1,2,7,10,2,4,1,2,2,1,1,0,0,4
13964,974,Deodorant G,0,5,1,3,2,4,4,3,5,2,4,4,4,5,5,3,3,1,1,1,1,1,3,5,5,5,4,3,5,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,5,1,2,3,1,2,4,1,5,6,1,1,0,0,6
13965,974,Deodorant G,0,5,2,4,2,1,4,2,3,4,2,1,5,4,4,1,4,3,3,4,3,2,2,3,4,4,5,4,2,5,0,0,,,1,0,0,,,,0,0,0,,,,1,,0,,5,2,3,1,7,7,2,4,1,3,2,2,2,0,0,2
13966,974,Deodorant G,0,5,0,3,2,4,1,1,4,1,5,5,2,5,4,3,5,5,1,5,5,1,3,2,3,3,1,3,3,3,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,1,2,2,1,2,5,3,4,1,4,3,2,2,0,0,1
13967,974,Deodorant G,0,6,1,3,2,2,4,4,3,2,4,4,3,5,4,2,3,5,1,5,5,3,1,3,1,4,4,3,2,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,5,2,1,4,8,2,4,3,4,4,2,1,0,0,4
13968,974,Deodorant G,0,6,0,3,1,3,5,1,5,4,2,5,4,4,3,5,4,3,1,2,3,1,2,1,4,1,5,5,4,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,2,3,3,3,5,8,2,4,1,4,2,2,2,0,0,2
13969,974,Deodorant G,0,7,2,3,4,4,3,1,3,5,4,4,1,2,4,5,5,3,5,5,5,3,2,4,1,5,2,3,4,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,1,2,1,1,2,6,2,4,1,6,6,2,2,0,0,6
13970,974,Deodorant G,0,7,1,3,3,5,2,3,4,1,4,5,4,4,5,2,5,1,1,5,2,3,3,2,2,3,5,3,3,2,0,0,,,1,0,1,,,,0,0,0,,,,0,,0,,3,1,2,2,6,10,4,4,1,4,10,1,5,0,0,2
13971,974,Deodorant G,0,5,1,3,4,3,4,1,5,2,4,2,1,1,3,2,4,3,1,2,5,1,3,4,2,4,5,5,4,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,1,1,3,6,6,3,4,3,4,5,2,1,0,0,5
13972,974,Deodorant G,0,7,2,4,3,5,4,2,4,5,5,5,3,3,4,4,4,2,1,4,5,3,5,2,1,2,3,2,2,3,0,0,,,0,1,0,,,,0,0,0,,,,0,,0,,4,2,3,2,6,5,2,4,3,4,2,2,1,0,0,1
13973,974,Deodorant G,0,7,0,3,5,5,5,4,1,1,4,5,4,5,1,2,4,1,1,2,4,1,2,3,1,2,3,3,4,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,2,4,3,3,7,9,2,4,2,4,3,2,1,0,0,2
13974,974,Deodorant G,0,5,1,3,2,3,5,4,5,2,2,5,1,5,5,5,4,5,1,2,2,5,5,2,3,4,2,5,3,2,0,0,,,0,0,0,,,,0,1,1,,,,0,,0,,1,1,3,3,6,6,7,4,2,2,6,2,2,0,0,3
13975,974,Deodorant G,1,4,0,3,3,5,5,3,4,1,5,4,3,4,5,2,5,4,1,3,3,5,1,2,1,5,3,5,5,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,2,1,3,1,3,9,1,4,1,3,6,1,2,0,0,4
13976,974,Deodorant G,1,4,0,5,2,4,4,3,4,1,4,2,1,4,5,4,4,4,1,4,1,2,1,2,4,3,5,3,4,0,0,1,,,0,0,0,,,,0,0,0,,,,0,,0,,1,1,2,3,5,8,3,4,1,4,4,2,1,0,0,1
13977,974,Deodorant G,0,6,1,4,2,1,4,1,5,3,4,4,3,1,3,2,2,3,3,5,2,3,4,5,2,4,5,4,2,2,0,1,,,0,0,0,,,,0,0,0,,,,0,,0,,5,5,3,2,4,3,2,4,1,4,5,1,1,0,0,3
13978,974,Deodorant G,1,3,1,4,5,5,2,2,3,2,2,5,5,5,4,3,4,3,2,2,1,2,2,2,3,4,5,3,5,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,2,1,1,6,7,1,4,1,2,2,3,1,0,0,6
13979,974,Deodorant G,1,3,1,3,2,4,2,3,5,1,4,4,1,4,3,4,5,5,1,5,5,5,2,4,1,4,4,5,1,0,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,1,1,2,7,4,1,4,1,4,8,2,2,0,0,2
13980,974,Deodorant G,0,6,1,4,4,1,3,2,3,1,5,5,1,4,3,1,4,5,3,4,1,1,2,4,1,4,4,4,5,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,4,4,2,3,5,8,5,4,1,3,10,2,1,0,0,1
13981,974,Deodorant G,0,6,1,3,2,5,4,3,4,1,2,5,2,4,5,4,5,4,2,4,3,2,3,4,1,5,1,5,5,2,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,3,3,3,1,9,7,4,3,3,7,2,1,0,0,2
13982,974,Deodorant G,0,6,0,3,1,5,4,2,3,2,5,1,5,1,4,4,3,4,1,5,3,1,5,1,5,5,4,5,3,2,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,5,1,3,2,3,5,4,4,1,3,5,2,3,0,0,5
13983,974,Deodorant G,0,5,1,3,4,4,5,3,3,5,5,5,3,5,1,2,1,2,2,5,1,3,2,2,4,5,3,2,1,1,0,0,,,0,0,0,,,,0,0,0,,,,0,,0,,3,2,2,1,7,9,3,4,3,4,6,2,6,0,0,2
13984,974,Deodorant G,0,5,0,3,4,4,2,4,4,1,5,5,5,4,5,4,4,4,1,2,4,3,2,2,2,5,5,5,2,3,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,4,2,2,3,5,10,5,4,1,2,3,2,3,0,0,1
13985,974,Deodorant G,1,3,1,4,2,4,3,5,2,1,3,5,1,5,3,4,2,5,2,5,2,2,3,3,2,5,1,3,3,1,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,1,5,3,2,1,1,2,4,1,3,8,2,2,0,0,3
13986,974,Deodorant G,0,6,1,5,3,5,4,5,4,2,5,3,4,5,4,3,5,4,2,5,3,1,1,1,4,1,5,5,4,2,0,0,,,0,1,0,,,,0,0,0,,,,0,,0,,4,5,2,3,6,10,2,4,1,4,5,2,3,0,0,2
13987,974,Deodorant G,1,4,0,3,5,4,1,1,4,3,2,3,5,4,2,5,2,5,1,2,2,1,2,1,3,5,3,5,1,3,1,0,,,0,0,0,,,,0,0,0,,,,0,,0,,5,3,3,2,4,10,2,4,3,3,3,2,2,0,0,4
13988,974,Deodorant G,0,6,3,4,2,3,3,1,5,2,4,3,4,5,1,4,4,4,1,3,2,2,3,5,1,3,3,5,2,0,0,1,,,0,0,0,,,,0,0,0,,,,0,,0,,4,4,2,3,6,10,2,4,2,3,6,2,1,0,0,2
13989,974,Deodorant G,0,5,0,3,5,1,4,2,4,2,4,2,5,4,5,5,5,3,2,1,3,4,2,4,4,5,5,4,1,3,0,0,,,0,0,0,,,,0,0,0,,,,1,,0,,5,2,1,2,7,10,7,4,3,3,3,2,1,0,0,3
13990,974,Deodorant G,0,5,1,3,1,5,5,3,4,1,3,3,4,1,5,1,5,3,1,5,5,2,3,4,2,3,3,5,4,0,0,0,,,1,0,0,,,,0,0,0,,,,1,,0,,2,5,3,2,5,5,5,4,1,3,3,2,1,0,0,4
